Student_ID,Gender,DegreeType,MajorSpecialization,EnglishScore,LogicalReasoningScore,QuantitativeAptitudeScore,EnglishCluster,LogicalReasoningCluster,QuantitativeAptitudeCluster,english_improvement_status,logicalreasoning_improvement_status,quantitativeaptitude_improvement_status
922488,m,B.Tech/B.E.,electronics & telecommunications,51.0,60.5,68.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
326795,m,B.Tech/B.E.,computer engineering,37.5,50.5,52.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
841631,m,B.Tech/B.E.,information technology,41.5,50.0,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1061300,m,B.Tech/B.E.,information technology,43.0,38.5,37.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
358346,m,B.Tech/B.E.,computer science & engineering,63.5,63.5,73.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
823529,f,B.Tech/B.E.,computer science & engineering,51.0,59.5,35.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
820353,m,B.Tech/B.E.,electronics and electrical engineering,73.0,58.5,72.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
862259,f,B.Tech/B.E.,information technology,39.5,42.5,29.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
982556,m,B.Tech/B.E.,information technology,49.0,54.5,63.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
924712,m,B.Tech/B.E.,computer science & engineering,57.0,42.5,47.0,2,0,0,A little more focus,Needs Improvement,Needs Improvement
820774,m,B.Tech/B.E.,computer science & engineering,44.0,55.5,31.0,0,1,2,Needs Improvement,Does Not Need Improvement,A little more focus
898195,m,B.Tech/B.E.,information technology,53.5,51.0,62.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1043815,m,B.Tech/B.E.,computer science & engineering,66.5,52.0,57.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
541114,m,B.Tech/B.E.,computer engineering,45.0,54.5,76.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
965697,m,B.Tech/B.E.,mechanical engineering,54.5,52.0,53.5,2,2,0,A little more focus,A little more focus,Needs Improvement
716325,m,B.Tech/B.E.,computer science & engineering,40.5,45.0,47.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
473243,f,B.Tech/B.E.,computer science & engineering,42.5,50.5,50.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1274483,m,B.Tech/B.E.,information technology,51.0,49.5,34.5,2,2,2,A little more focus,A little more focus,A little more focus
281074,m,B.Tech/B.E.,electronics & instrumentation eng,54.5,67.5,65.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1232025,f,B.Tech/B.E.,computer science & engineering,53.5,48.5,46.5,2,2,0,A little more focus,A little more focus,Needs Improvement
333594,m,B.Tech/B.E.,computer engineering,49.5,43.5,48.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
120918,m,B.Tech/B.E.,other,43.5,37.5,40.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1264748,m,B.Tech/B.E.,information technology,54.5,56.5,41.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
1254777,f,B.Tech/B.E.,computer science & engineering,46.5,42.5,27.0,2,0,2,A little more focus,Needs Improvement,A little more focus
196429,m,MCA,computer application,66.5,36.5,37.5,1,0,2,Does Not Need Improvement,Needs Improvement,A little more focus
421634,m,B.Tech/B.E.,electronics and communication engineering,37.5,34.5,35.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
206733,m,B.Tech/B.E.,information technology,47.5,41.5,56.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
300968,m,B.Tech/B.E.,computer engineering,63.5,60.5,53.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
852880,m,B.Tech/B.E.,electronics & telecommunications,37.0,45.0,31.0,0,2,2,Needs Improvement,A little more focus,A little more focus
961003,m,B.Tech/B.E.,computer science & engineering,41.5,65.5,46.0,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
848578,m,B.Tech/B.E.,information technology,54.5,48.5,34.0,2,2,2,A little more focus,A little more focus,A little more focus
328807,m,B.Tech/B.E.,electronics and communication engineering,67.5,55.5,63.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1063305,m,MCA,computer application,46.5,42.0,53.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1262570,m,MCA,computer application,38.5,39.5,29.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
742534,m,B.Tech/B.E.,electronics and electrical engineering,61.5,56.0,63.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
319678,m,B.Tech/B.E.,electronics and electrical engineering,64.5,53.5,61.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1138769,m,B.Tech/B.E.,information technology,32.5,37.0,26.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
626510,f,B.Tech/B.E.,information technology,46.5,47.5,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
1077044,m,B.Tech/B.E.,electronics & telecommunications,57.0,41.0,50.0,2,0,0,A little more focus,Needs Improvement,Needs Improvement
458020,m,B.Tech/B.E.,computer engineering,50.5,53.5,56.5,2,2,0,A little more focus,A little more focus,Needs Improvement
203412,m,B.Tech/B.E.,electronics and communication engineering,45.5,44.5,55.5,2,2,0,A little more focus,A little more focus,Needs Improvement
587593,m,M.Tech./M.E.,information technology,51.0,54.5,59.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
536526,m,B.Tech/B.E.,computer engineering,60.5,56.0,75.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1192843,m,B.Tech/B.E.,electronics and communication engineering,59.5,69.0,46.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
814610,m,B.Tech/B.E.,electrical engineering,36.0,58.5,57.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
243279,f,B.Tech/B.E.,computer engineering,37.5,50.5,43.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1124993,f,B.Tech/B.E.,electronics and communication engineering,67.5,64.0,56.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
693630,f,B.Tech/B.E.,electronics and electrical engineering,62.5,50.0,56.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
535193,f,B.Tech/B.E.,computer engineering,61.5,50.0,45.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
308225,m,B.Tech/B.E.,information technology,50.5,46.5,55.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1088362,m,B.Tech/B.E.,electrical engineering,72.0,54.5,40.5,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
1063873,m,B.Tech/B.E.,electronics and communication engineering,51.0,42.0,32.0,2,0,2,A little more focus,Needs Improvement,A little more focus
544522,m,B.Tech/B.E.,electronics and communication engineering,69.5,52.0,68.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
351836,f,B.Tech/B.E.,computer engineering,29.5,30.5,37.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1255797,m,B.Tech/B.E.,electronics and communication engineering,42.0,37.5,43.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
899699,m,B.Tech/B.E.,electronics & telecommunications,58.0,64.0,63.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
425551,m,B.Tech/B.E.,electronics and communication engineering,51.5,46.5,62.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
824917,m,MCA,computer application,52.0,54.5,56.0,2,2,0,A little more focus,A little more focus,Needs Improvement
334312,m,B.Tech/B.E.,computer engineering,51.5,54.5,66.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
614115,m,B.Tech/B.E.,electronics and communication engineering,57.0,50.0,59.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1274331,m,B.Tech/B.E.,electronics engineering,52.5,46.0,57.0,2,2,0,A little more focus,A little more focus,Needs Improvement
456580,m,B.Tech/B.E.,electronics and communication engineering,63.5,53.5,64.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1058832,m,B.Tech/B.E.,computer science & engineering,54.5,41.0,56.0,2,0,0,A little more focus,Needs Improvement,Needs Improvement
859453,m,B.Tech/B.E.,electronics & instrumentation eng,53.5,69.0,62.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
342044,m,B.Tech/B.E.,computer engineering,62.5,57.5,72.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1207950,f,B.Tech/B.E.,computer science & engineering,49.0,47.0,58.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
455934,m,B.Tech/B.E.,computer science & engineering,46.400000000000006,57.5,39.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
1020633,m,B.Tech/B.E.,electronics and communication engineering,72.0,53.0,50.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
120511,m,B.Tech/B.E.,computer engineering,44.5,46.5,35.5,0,2,2,Needs Improvement,A little more focus,A little more focus
48107,m,B.Tech/B.E.,computer engineering,67.5,68.5,58.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1218477,m,M.Tech./M.E.,electronics and communication engineering,43.0,55.5,53.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
358100,f,B.Tech/B.E.,information technology,33.5,52.5,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
664337,m,B.Tech/B.E.,electronics & instrumentation eng,66.0,38.0,68.0,1,0,1,Does Not Need Improvement,Needs Improvement,Does Not Need Improvement
614210,m,B.Tech/B.E.,electronics and electrical engineering,72.0,62.0,50.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1018051,m,B.Tech/B.E.,computer science & engineering,43.0,54.5,54.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1136448,m,B.Tech/B.E.,electronics and communication engineering,57.0,43.5,27.0,2,0,2,A little more focus,Needs Improvement,A little more focus
809429,m,B.Tech/B.E.,electronics and communication engineering,48.5,38.5,44.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1236393,f,B.Tech/B.E.,electronics and communication engineering,39.5,50.5,52.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1029538,m,B.Tech/B.E.,information technology,53.5,60.5,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
959436,f,B.Tech/B.E.,computer science & engineering,41.5,47.5,33.0,0,2,2,Needs Improvement,A little more focus,A little more focus
215845,m,B.Tech/B.E.,electronics and electrical engineering,38.5,50.5,54.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
434561,m,B.Tech/B.E.,computer engineering,36.5,35.5,30.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
801301,m,B.Tech/B.E.,computer science & engineering,58.0,51.0,34.0,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
825043,f,B.Tech/B.E.,computer science & engineering,60.5,48.5,65.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
421679,m,B.Tech/B.E.,computer science & engineering,34.5,45.5,55.400000000000006,0,2,0,Needs Improvement,A little more focus,Needs Improvement
240990,m,MCA,computer application,36.5,30.5,54.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
820457,m,B.Tech/B.E.,computer science & engineering,62.5,56.0,62.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1094002,f,B.Tech/B.E.,electronics and communication engineering,57.0,48.5,35.5,2,2,2,A little more focus,A little more focus,A little more focus
1250429,m,B.Tech/B.E.,computer science & engineering,31.5,43.5,35.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
325730,f,B.Tech/B.E.,computer engineering,52.5,60.5,59.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
861982,m,B.Tech/B.E.,electronics and communication engineering,66.0,58.5,62.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
922592,m,B.Tech/B.E.,electronics and communication engineering,48.5,61.0,57.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1218606,m,B.Tech/B.E.,information technology,39.5,40.0,39.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
197194,m,B.Tech/B.E.,information technology,50.5,50.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1063486,m,B.Tech/B.E.,electronics & telecommunications,63.0,58.0,48.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
831042,f,B.Tech/B.E.,information technology,52.0,63.0,68.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
466661,f,B.Tech/B.E.,information science engineering,40.400000000000006,50.5,43.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
334001,m,B.Tech/B.E.,mechanical engineering,41.5,43.5,55.400000000000006,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1068237,m,B.Tech/B.E.,electronics and electrical engineering,46.5,51.0,45.0,2,2,0,A little more focus,A little more focus,Needs Improvement
639536,m,B.Tech/B.E.,mechanical engineering,44.0,43.5,48.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
872434,m,MCA,computer application,54.5,63.0,50.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
220642,m,B.Tech/B.E.,electronics and communication engineering,55.5,55.400000000000006,60.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
879126,f,M.Tech./M.E.,mechatronics,60.5,64.0,69.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1075753,f,B.Tech/B.E.,computer engineering,50.0,37.5,52.0,2,0,0,A little more focus,Needs Improvement,Needs Improvement
339705,f,B.Tech/B.E.,information technology,43.5,54.5,45.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1106060,f,B.Tech/B.E.,computer science & engineering,59.5,54.5,69.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
320536,m,B.Tech/B.E.,computer engineering,49.5,57.5,62.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1031152,m,B.Tech/B.E.,electronics and communication engineering,67.5,56.5,40.5,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
230113,m,B.Tech/B.E.,computer engineering,70.5,62.5,62.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
53132,m,B.Tech/B.E.,information technology,61.5,52.5,54.400000000000006,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
243949,m,B.Tech/B.E.,electronics and communication engineering,37.5,44.5,44.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
281195,m,B.Tech/B.E.,electronics and communication engineering,53.5,51.5,47.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1122979,m,B.Tech/B.E.,information technology,50.0,55.5,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
861954,m,B.Tech/B.E.,computer engineering,64.0,53.5,59.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
455164,f,B.Tech/B.E.,computer engineering,48.5,48.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
845625,f,B.Tech/B.E.,information technology,53.5,53.5,40.0,2,2,2,A little more focus,A little more focus,A little more focus
51397,f,B.Tech/B.E.,electronics and communication engineering,46.5,49.5,48.5,2,2,0,A little more focus,A little more focus,Needs Improvement
552939,m,B.Tech/B.E.,electronics and electrical engineering,50.0,44.0,45.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
922603,m,B.Tech/B.E.,electronics and communication engineering,59.0,67.0,50.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1229814,f,B.Tech/B.E.,electronics and electrical engineering,53.5,51.0,48.5,2,2,0,A little more focus,A little more focus,Needs Improvement
988541,f,B.Tech/B.E.,information technology,38.5,51.0,31.0,0,2,2,Needs Improvement,A little more focus,A little more focus
271119,m,B.Tech/B.E.,information technology,51.5,61.5,69.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
800223,m,B.Tech/B.E.,computer science & engineering,48.5,31.5,54.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1281760,m,B.Tech/B.E.,electronics and communication engineering,52.5,59.0,63.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
656694,f,B.Tech/B.E.,electronics & telecommunications,52.0,55.5,56.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1117619,m,B.Tech/B.E.,information technology,42.0,45.5,44.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
781902,m,B.Tech/B.E.,automobile/automotive engineering,43.0,36.5,35.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
861979,m,B.Tech/B.E.,mechanical engineering,55.5,55.5,38.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
325403,f,B.Tech/B.E.,computer engineering,39.400000000000006,47.5,51.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
240137,m,B.Tech/B.E.,electronics and instrumentation engineering,53.5,61.5,62.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1019771,m,B.Tech/B.E.,electrical engineering,45.5,43.5,47.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
955531,f,B.Tech/B.E.,electronics and communication engineering,46.5,53.5,55.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1203490,m,B.Tech/B.E.,mechanical engineering,32.5,41.0,37.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
344262,m,B.Tech/B.E.,electronics and communication engineering,56.5,47.5,61.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
619705,m,B.Tech/B.E.,electronics and communication engineering,65.0,65.5,72.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
885459,m,B.Tech/B.E.,mechanical engineering,48.5,45.0,45.5,2,2,0,A little more focus,A little more focus,Needs Improvement
327983,f,B.Tech/B.E.,information technology,43.5,56.5,57.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
123182,f,MCA,computer application,36.5,46.400000000000006,37.5,0,2,2,Needs Improvement,A little more focus,A little more focus
230511,m,B.Tech/B.E.,computer engineering,47.5,45.5,52.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1281171,f,B.Tech/B.E.,computer science & engineering,50.0,50.5,56.5,2,2,0,A little more focus,A little more focus,Needs Improvement
104314,f,B.Tech/B.E.,information technology,46.400000000000006,43.5,55.400000000000006,2,0,0,A little more focus,Needs Improvement,Needs Improvement
722916,m,B.Tech/B.E.,electronics engineering,61.5,52.5,68.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1098819,f,B.Tech/B.E.,information technology,67.5,57.0,35.5,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
653103,m,B.Tech/B.E.,computer science & engineering,50.0,58.0,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
807970,m,B.Tech/B.E.,electronics and communication engineering,68.5,61.0,59.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1094324,m,B.Tech/B.E.,computer science & engineering,56.0,48.5,45.0,2,2,0,A little more focus,A little more focus,Needs Improvement
542424,m,B.Tech/B.E.,electronics and electrical engineering,41.5,48.5,53.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1031075,m,B.Tech/B.E.,electronics and communication engineering,39.5,51.0,60.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
112780,f,B.Tech/B.E.,information technology,62.5,51.5,53.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
1089264,m,B.Tech/B.E.,computer science & engineering,64.0,55.5,58.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1000456,m,MCA,computer application,47.5,48.5,53.5,2,2,0,A little more focus,A little more focus,Needs Improvement
691865,m,B.Tech/B.E.,electronics and electrical engineering,54.5,45.0,52.5,2,2,0,A little more focus,A little more focus,Needs Improvement
995969,m,B.Tech/B.E.,electronics and communication engineering,52.5,60.5,74.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1122901,m,B.Tech/B.E.,electronics and communication engineering,73.5,58.0,57.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1037159,m,B.Tech/B.E.,computer science & engineering,63.0,58.0,66.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
272353,m,B.Tech/B.E.,computer science & engineering,62.5,53.5,60.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
270814,m,B.Tech/B.E.,information technology,66.5,66.5,63.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1006997,f,B.Tech/B.E.,information technology,51.0,50.5,59.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
676764,m,MCA,computer application,39.5,42.5,59.0,0,0,1,Needs Improvement,Needs Improvement,Does Not Need Improvement
568835,m,B.Tech/B.E.,computer science & engineering,41.5,45.0,50.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
78723,m,B.Tech/B.E.,information technology,50.5,52.5,52.5,2,2,0,A little more focus,A little more focus,Needs Improvement
660772,m,B.Tech/B.E.,information technology,58.0,57.0,82.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1142387,m,B.Tech/B.E.,information technology,45.5,50.5,63.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
440759,m,B.Tech/B.E.,electronics and communication engineering,53.5,46.5,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1218863,f,B.Tech/B.E.,electronics and communication engineering,43.0,45.5,32.0,0,2,2,Needs Improvement,A little more focus,A little more focus
358189,m,B.Tech/B.E.,electronics and communication engineering,60.5,43.5,52.5,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
1193152,m,B.Tech/B.E.,electronics and communication engineering,53.5,55.5,56.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
202935,m,B.Tech/B.E.,mechanical engineering,42.5,32.5,50.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
656288,f,B.Tech/B.E.,electronics and communication engineering,38.0,58.0,44.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
640015,m,B.Tech/B.E.,computer science & engineering,55.5,52.0,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
306802,m,B.Tech/B.E.,electronics and communication engineering,56.5,39.5,55.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
514731,m,B.Tech/B.E.,information technology,58.0,53.5,45.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
143926,f,B.Tech/B.E.,electronics and communication engineering,50.5,47.5,50.5,2,2,0,A little more focus,A little more focus,Needs Improvement
244793,m,B.Tech/B.E.,information technology,50.5,41.5,39.5,2,0,2,A little more focus,Needs Improvement,A little more focus
786668,f,B.Tech/B.E.,electrical engineering,36.0,32.5,32.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
831367,m,B.Tech/B.E.,computer science & engineering,50.0,52.5,70.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1204990,m,B.Tech/B.E.,information technology,42.0,44.5,51.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
872116,m,B.Tech/B.E.,mechanical engineering,59.0,40.0,56.0,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
457145,m,B.Tech/B.E.,computer engineering,39.5,63.5,49.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
449397,f,MCA,computer application,50.5,49.5,53.5,2,2,0,A little more focus,A little more focus,Needs Improvement
360148,m,B.Tech/B.E.,mechanical engineering,39.5,48.5,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1172229,f,B.Tech/B.E.,computer science & engineering,33.5,40.0,33.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
326565,f,B.Tech/B.E.,electronics and electrical engineering,58.5,31.5,45.5,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
795799,m,B.Tech/B.E.,civil engineering,67.5,64.5,66.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
669977,m,B.Tech/B.E.,computer engineering,57.0,52.0,43.0,2,2,2,A little more focus,A little more focus,A little more focus
1078108,f,B.Tech/B.E.,electronics and communication engineering,60.5,54.5,58.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
467504,f,B.Tech/B.E.,electronics and electrical engineering,52.5,50.5,48.5,2,2,0,A little more focus,A little more focus,Needs Improvement
641305,f,B.Tech/B.E.,computer science & engineering,51.0,58.5,65.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
454538,m,B.Tech/B.E.,information technology,33.5,52.5,56.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
767258,m,B.Tech/B.E.,computer science & engineering,43.0,46.0,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1111619,m,B.Tech/B.E.,information technology,43.0,53.0,63.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
1297877,f,B.Tech/B.E.,electronics and communication engineering,54.5,50.5,54.400000000000006,2,2,0,A little more focus,A little more focus,Needs Improvement
1117138,m,B.Tech/B.E.,computer engineering,56.0,50.5,58.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
938300,m,B.Tech/B.E.,computer science & engineering,64.0,64.5,69.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
305011,m,B.Tech/B.E.,computer engineering,59.5,42.5,42.5,1,0,2,Does Not Need Improvement,Needs Improvement,A little more focus
676834,m,B.Tech/B.E.,automobile/automotive engineering,48.5,55.5,60.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
322724,m,B.Tech/B.E.,electronics and communication engineering,45.5,65.5,59.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
46302,m,B.Tech/B.E.,mechanical engineering,58.5,41.5,50.5,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
246607,m,B.Tech/B.E.,computer engineering,51.5,50.5,45.400000000000006,2,2,0,A little more focus,A little more focus,Needs Improvement
333041,m,MCA,computer application,50.5,61.5,61.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
833102,m,B.Tech/B.E.,computer science & engineering,33.5,46.0,40.0,0,2,2,Needs Improvement,A little more focus,A little more focus
102923,m,B.Tech/B.E.,electronics & instrumentation eng,38.5,43.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
390177,m,B.Tech/B.E.,electronics and communication engineering,57.5,45.5,60.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
228051,m,B.Tech/B.E.,information technology,56.5,53.5,54.5,2,2,0,A little more focus,A little more focus,Needs Improvement
542967,m,B.Tech/B.E.,information technology,55.5,58.5,48.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1156529,m,B.Tech/B.E.,computer science & engineering,52.5,42.5,57.0,2,0,0,A little more focus,Needs Improvement,Needs Improvement
295545,m,MCA,computer application,53.5,64.5,43.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1034791,m,B.Tech/B.E.,electronics and communication engineering,64.0,52.0,57.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
215848,m,B.Tech/B.E.,electronics and communication engineering,54.5,44.5,62.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
814093,f,B.Tech/B.E.,computer science & engineering,53.5,58.0,44.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
